indicator,County,Year,subgroup1,subgroup_cat1,subgroup2,subgroup_cat2,aaRate10K,count,cRate10K,dailyMean
"ED Visits	",New York State,2007-2009,"AgeGroup	",25-64,"Gender	","M	",.,88518,58.719,80.765
"ED Visits	",New York State,2007-2009,"AgeGroup	",25-64,"Total	","	",.,238464,76.792,217.577
"ED Visits	",New York State,2007-2009,"AgeGroup	","5-14	","Gender	","F	",.,36576,103.847,33.372
"ED Visits	",New York State,2007-2009,"AgeGroup	","5-14	","Gender	","M	",.,57230,155.581,52.217
"ED Visits	",New York State,2007-2009,"AgeGroup	","5-14	","Total	","	",.,93807,130.277,85.59
"ED Visits	",New York State,2007-2009,"AgeGroup	","65+	","Gender	","F	",.,24657,54.625,22.497
"ED Visits	",New York State,2007-2009,"AgeGroup	","65+	","Gender	","M	",.,11077,35.108,10.107
"ED Visits	",New York State,2007-2009,"AgeGroup	","65+	","Total	","	",.,35734,46.595,32.604
"ED Visits	",New York State,2007-2009,"Month	","01	","Total	","	",.,45847,93.719,492.978
"ED Visits	",New York State,2007-2009,"Month	","02	","Total	","	",.,42149,94.268,495.871
"ED Visits	",New York State,2007-2009,"Month	","03	","Total	","	",.,43213,88.334,464.656
"ED Visits	",New York State,2007-2009,"Month	","04	","Total	","	",.,39865,84.207,442.944
"ED Visits	",New York State,2007-2009,"Month	","05	","Total	","	",.,54054,110.495,581.226
"ED Visits	",New York State,2007-2009,"Month	","06	","Total	","	",.,35682,75.371,396.467
"ED Visits	",New York State,2007-2009,"Month	","07	","Total	","	",.,27464,56.141,295.312
"ED Visits	",New York State,2007-2009,"Month	","08	","Total	","	",.,31268,63.917,336.215
"ED Visits	",New York State,2007-2009,"Month	","09	","Total	","	",.,49056,103.621,545.067
"ED Visits	",New York State,2007-2009,"Month	","10	","Total	","	",.,54379,111.159,584.72
"ED Visits	",New York State,2007-2009,"Month	","11	","Total	","	",.,51354,108.475,570.6
"ED Visits	",New York State,2007-2009,"Month	","12	","Total	","	",.,47449,96.993,510.204
"ED Visits	",New York State,2007-2009,"Total	","	","Total	","	",93.861,521780,90.505,476.077
"ED Visits	",New York State,"2008	","AgeGroup	","0-4	","Total	","	",.,27206,234.688,74.333
"ED Visits	",New York State,"2008	","AgeGroup	",15-19,"Total	","	",.,10640,76.514,29.071
"ED Visits	",New York State,"2008	","AgeGroup	",20-24,"Total	","	",.,12203,89.501,33.342
"ED Visits	",New York State,"2008	","AgeGroup	",25-64,"Total	","	",.,80306,77.634,219.415
"ED Visits	",New York State,"2008	","AgeGroup	","5-14	","Total	","	",.,29778,124.297,81.361
"ED Visits	",New York State,"2008	","AgeGroup	","65+	","Total	","	",.,12426,48.553,33.951
"ED Visits	",New York State,"2008	","Month	","01	","Total	","	",.,15262,93.788,492.323
"ED Visits	",New York State,"2008	","Month	","02	","Total	","	",.,15648,102.792,539.586
"ED Visits	",New York State,"2008	","Month	","03	","Total	","	",.,14757,90.685,476.032
"ED Visits	",New York State,"2008	","Month	","04	","Total	","	",.,13401,85.097,446.7
"ED Visits	",New York State,"2008	","Month	","05	","Total	","	",.,18001,110.62,580.677
"ED Visits	",New York State,"2008	","Month	","06	","Total	","	",.,11537,73.261,384.567
"ED Visits	",New York State,"2008	","Month	","07	","Total	","	",.,8992,55.258,290.065
"ED Visits	",New York State,"2008	","Month	","08	","Total	","	",.,9743,59.873,314.29
"ED Visits	",New York State,"2008	","Month	","09	","Total	","	",.,15437,98.026,514.567
"ED Visits	",New York State,"2008	","Month	","10	","Total	","	",.,17425,107.08,562.097
"ED Visits	",New York State,"2008	","Month	","11	","Total	","	",.,16037,101.836,534.567
"ED Visits	",New York State,"2008	","Month	","12	","Total	","	",.,16319,100.284,526.419
"ED Visits	",New York State,"2008	","Total	","	","Total	","	",92.943,172559,89.816,471.473
"ED Visits	",New York State,2008-2010,"AgeGroup	","0-4	","Gender	","F	",.,30155,177.499,27.514
"ED Visits	",New York State,2008-2010,"AgeGroup	","0-4	","Gender	","M	",.,53711,302.16,49.006
"ED Visits	",New York State,2008-2010,"AgeGroup	","0-4	","Total	","	",.,83867,241.243,76.521
"ED Visits	",New York State,2008-2010,"AgeGroup	",15-19,"Gender	","F	",.,18713,92.871,17.074
"ED Visits	",New York State,2008-2010,"AgeGroup	",15-19,"Gender	","M	",.,13615,64.327,12.422
"ED Visits	",New York State,2008-2010,"AgeGroup	",15-19,"Total	","	",.,32328,78.248,29.496
"ED Visits	",New York State,2008-2010,"AgeGroup	",20-24,"Gender	","F	",.,23094,111.879,21.071
"ED Visits	",New York State,2008-2010,"AgeGroup	",20-24,"Gender	","M	",.,15117,71.855,13.793
"ED Visits	",New York State,2008-2010,"AgeGroup	",20-24,"Total	","	",.,38211,91.677,34.864
"ED Visits	",New York State,2008-2010,"AgeGroup	",25-64,"Gender	","F	",.,152425,94.933,139.074
"ED Visits	",New York State,2008-2010,"AgeGroup	",25-64,"Gender	","M	",.,88461,58.343,80.713
"ED Visits	",New York State,2008-2010,"AgeGroup	",25-64,"Total	","	",.,240889,77.162,219.789
"ED Visits	",New York State,2008-2010,"AgeGroup	","5-14	","Gender	","F	",.,36581,104.578,33.377
"ED Visits	",New York State,2008-2010,"AgeGroup	","5-14	","Gender	","M	",.,57130,156.42,52.126
"ED Visits	",New York State,2008-2010,"AgeGroup	","5-14	","Total	","	",.,93712,131.06,85.504
"ED Visits	",New York State,2008-2010,"AgeGroup	","65+	","Gender	","F	",.,26013,56.988,23.734
"ED Visits	",New York State,2008-2010,"AgeGroup	","65+	","Gender	","M	",.,11303,35.181,10.313
"ED Visits	",New York State,2008-2010,"AgeGroup	","65+	","Total	","	",.,37316,47.98,34.047
"ED Visits	",New York State,2008-2010,"Month	","01	","Total	","	",.,45114,91.79,485.097
"ED Visits	",New York State,2008-2010,"Month	","02	","Total	","	",.,42492,94.592,499.906
"ED Visits	",New York State,2008-2010,"Month	","03	","Total	","	",.,43750,89.015,470.43
"ED Visits	",New York State,2008-2010,"Month	","04	","Total	","	",.,45516,95.695,505.733
"ED Visits	",New York State,2008-2010,"Month	","05	","Total	","	",.,51059,103.886,549.022
"ED Visits	",New York State,2008-2010,"Month	","06	","Total	","	",.,35949,75.581,399.433
"ED Visits	",New York State,2008-2010,"Month	","07	","Total	","	",.,28034,57.038,301.441
"ED Visits	",New York State,2008-2010,"Month	","08	","Total	","	",.,31372,63.83,337.333
"ED Visits	",New York State,2008-2010,"Month	","09	","Total	","	",.,50976,107.174,566.4
"ED Visits	",New York State,2008-2010,"Month	","10	","Total	","	",.,54830,111.558,589.57
"ED Visits	",New York State,2008-2010,"Month	","11	","Total	","	",.,49486,104.041,549.844
"ED Visits	",New York State,2008-2010,"Month	","12	","Total	","	",.,47745,97.143,513.387
"ED Visits	",New York State,2008-2010,"Total	","	","Total	","	",94.338,526323,90.867,480.222
"ED Visits	",New York State,"2009	","AgeGroup	","0-4	","Total	","	",.,28658,247.619,78.515
"ED Visits	",New York State,"2009	","AgeGroup	",15-19,"Total	","	",.,11462,83.011,31.403
"ED Visits	",New York State,"2009	","AgeGroup	",20-24,"Total	","	",.,13225,95.228,36.233
"ED Visits	",New York State,"2009	","AgeGroup	",25-64,"Total	","	",.,81522,78.358,223.348
"ED Visits	",New York State,"2009	","AgeGroup	","5-14	","Total	","	",.,32716,137.224,89.633
"ED Visits	",New York State,"2009	","AgeGroup	","65+	","Total	","	",.,12306,47.473,33.715
"ED Visits	",New York State,"2009	","Month	","01	","Total	","	",.,15180,92.573,489.677
"ED Visits	",New York State,"2009	","Month	","02	","Total	","	",.,13533,91.372,483.321
"ED Visits	",New York State,"2009	","Month	","03	","Total	","	",.,14338,87.439,462.516
"ED Visits	",New York State,"2009	","Month	","04	","Total	","	",.,13668,86.131,455.6
"ED Visits	",New York State,"2009	","Month	","05	","Total	","	",.,18838,114.881,607.677
"ED Visits	",New York State,"2009	","Month	","06	","Total	","	",.,13118,82.665,437.267
"ED Visits	",New York State,"2009	","Month	","07	","Total	","	",.,9484,57.837,305.935
"ED Visits	",New York State,"2009	","Month	","08	","Total	","	",.,11531,70.32,371.968
"ED Visits	",New York State,"2009	","Month	","09	","Total	","	",.,18769,118.276,625.633
"ED Visits	",New York State,"2009	","Month	","10	","Total	","	",.,19289,117.632,622.226
"ED Visits	",New York State,"2009	","Month	","11	","Total	","	",.,17146,108.048,571.533
"ED Visits	",New York State,"2009	","Month	","12	","Total	","	",.,14995,91.445,483.71
"ED Visits	",New York State,"2009	","Total	","	","Total	","	",96.828,179889,93.173,492.847
"ED Visits	",New York State,2009-2011,"AgeGroup	","0-4	","Gender	","F	",.,30418,178.488,27.779
"ED Visits	",New York State,2009-2011,"AgeGroup	","0-4	","Gender	","M	",.,54436,305.211,49.713
"ED Visits	",New York State,2009-2011,"AgeGroup	","0-4	","Total	","	",.,84854,243.291,77.492
"ED Visits	",New York State,2009-2011,"AgeGroup	",15-19,"Gender	","F	",.,18488,92.902,16.884
"ED Visits	",New York State,2009-2011,"AgeGroup	",15-19,"Gender	","M	",.,13758,65.96,12.564
"ED Visits	",New York State,2009-2011,"AgeGroup	",15-19,"Total	","	",.,32246,79.115,29.448
"ED Visits	",New York State,2009-2011,"AgeGroup	",20-24,"Gender	","F	",.,23628,112.479,21.578
"ED Visits	",New York State,2009-2011,"AgeGroup	",20-24,"Gender	","M	",.,15789,73.729,14.419
"ED Visits	",New York State,2009-2011,"AgeGroup	",20-24,"Total	","	",.,39417,92.918,35.997
"ED Visits	",New York State,2009-2011,"AgeGroup	",25-64,"Gender	","F	",.,152239,94.241,139.031
"ED Visits	",New York State,2009-2011,"AgeGroup	",25-64,"Gender	","M	",.,87873,57.543,80.249
"ED Visits	",New York State,2009-2011,"AgeGroup	",25-64,"Total	","	",.,240113,76.408,219.281
"ED Visits	",New York State,2009-2011,"AgeGroup	","5-14	","Gender	","F	",.,38235,109.917,34.918
"ED Visits	",New York State,2009-2011,"AgeGroup	","5-14	","Gender	","M	",.,59194,162.941,54.058
"ED Visits	",New York State,2009-2011,"AgeGroup	","5-14	","Total	","	",.,97430,137.006,88.977
"ED Visits	",New York State,2009-2011,"AgeGroup	","65+	","Gender	","F	",.,26981,58.459,24.64
"ED Visits	",New York State,2009-2011,"AgeGroup	","65+	","Gender	","M	",.,11546,35.291,10.544
"ED Visits	",New York State,2009-2011,"AgeGroup	","65+	","Total	","	",.,38527,48.848,35.184
"ED Visits	",New York State,2009-2011,"Month	","01	","Total	","	",.,45124,91.243,485.204
"ED Visits	",New York State,2009-2011,"Month	","02	","Total	","	",.,41097,92.003,489.25
"ED Visits	",New York State,2009-2011,"Month	","03	","Total	","	",.,45086,91.166,484.796
"ED Visits	",New York State,2009-2011,"Month	","04	","Total	","	",.,46423,96.998,515.811
"ED Visits	",New York State,2009-2011,"Month	","05	","Total	","	",.,53898,108.984,579.548
"ED Visits	",New York State,2009-2011,"Month	","06	","Total	","	",.,35683,74.558,396.478
"ED Visits	",New York State,2009-2011,"Month	","07	","Total	","	",.,28831,58.297,310.011
"ED Visits	",New York State,2009-2011,"Month	","08	","Total	","	",.,31028,62.74,333.634
"ED Visits	",New York State,2009-2011,"Month	","09	","Total	","	",.,49823,104.102,553.589
"ED Visits	",New York State,2009-2011,"Month	","10	","Total	","	",.,54947,111.105,590.828
"ED Visits	",New York State,2009-2011,"Month	","11	","Total	","	",.,51639,107.897,573.767
"ED Visits	",New York State,2009-2011,"Month	","12	","Total	","	",.,49008,99.096,526.968
"ED Visits	",New York State,2009-2011,"Total	","	","Total	","	",95.158,532587,91.464,486.381
"ED Visits	",New York State,"2010	","AgeGroup	","0-4	","Total	","	",.,28003,241.432,76.721
"ED Visits	",New York State,"2010	","AgeGroup	",15-19,"Total	","	",.,10226,75.187,28.016
"ED Visits	",New York State,"2010	","AgeGroup	",20-24,"Total	","	",.,12783,90.289,35.022
"ED Visits	",New York State,"2010	","AgeGroup	",25-64,"Total	","	",.,79061,75.509,216.605
"ED Visits	",New York State,"2010	","AgeGroup	","5-14	","Total	","	",.,31218,131.695,85.529
"ED Visits	",New York State,"2010	","AgeGroup	","65+	","Total	","	",.,12584,47.921,34.477
"ED Visits	",New York State,"2010	","Month	","01	","Total	","	",.,14672,89.035,473.29
"ED Visits	",New York State,"2010	","Month	","02	","Total	","	",.,13311,89.43,475.393
"ED Visits	",New York State,"2010	","Month	","03	","Total	","	",.,14655,88.932,472.742
"ED Visits	",New York State,"2010	","Month	","04	","Total	","	",.,18447,115.674,614.9
"ED Visits	",New York State,"2010	","Month	","05	","Total	","	",.,14220,86.292,458.71
"ED Visits	",New York State,"2010	","Month	","06	","Total	","	",.,11294,70.82,376.467
"ED Visits	",New York State,"2010	","Month	","07	","Total	","	",.,9558,58.001,308.323
"ED Visits	",New York State,"2010	","Month	","08	","Total	","	",.,10098,61.278,325.742
"ED Visits	",New York State,"2010	","Month	","09	","Total	","	",.,16770,105.158,559
"ED Visits	",New York State,"2010	","Month	","10	","Total	","	",.,18116,109.934,584.387
"ED Visits	",New York State,"2010	","Month	","11	","Total	","	",.,16303,102.23,543.433
"ED Visits	",New York State,"2010	","Month	","12	","Total	","	",.,16431,99.709,530.032
"ED Visits	",New York State,"2010	","Total	","	","Total	","	",93.236,173875,89.614,476.37
"ED Visits	",New York State,2010-2012,"AgeGroup	","0-4	","Gender	","F	",.,30389,177.542,27.727
"ED Visits	",New York State,2010-2012,"AgeGroup	","0-4	","Gender	","M	",.,53922,301.011,49.199
"ED Visits	",New York State,2010-2012,"AgeGroup	","0-4	","Total	","	",.,84311,240.681,76.926
"ED Visits	",New York State,2010-2012,"AgeGroup	",15-19,"Gender	","F	",.,18294,93.388,16.692
"ED Visits	",New York State,2010-2012,"AgeGroup	",15-19,"Gender	","M	",.,13322,65.07,12.155
"ED Visits	",New York State,2010-2012,"AgeGroup	",15-19,"Total	","	",.,31616,78.917,28.847
"ED Visits	",New York State,2010-2012,"AgeGroup	",20-24,"Gender	","F	",.,23904,112.325,21.81
"ED Visits	",New York State,2010-2012,"AgeGroup	",20-24,"Gender	","M	",.,16628,76.53,15.172
"ED Visits	",New York State,2010-2012,"AgeGroup	",20-24,"Total	","	",.,40532,94.242,36.982
"ED Visits	",New York State,2010-2012,"AgeGroup	",25-64,"Gender	","F	",.,153015,94.305,139.612
"ED Visits	",New York State,2010-2012,"AgeGroup	",25-64,"Gender	","M	",.,91491,59.544,83.477
"ED Visits	",New York State,2010-2012,"AgeGroup	",25-64,"Total	","	",.,244507,77.398,223.09
"ED Visits	",New York State,2010-2012,"AgeGroup	","5-14	","Gender	","F	",.,39317,113.68,35.873
"ED Visits	",New York State,2010-2012,"AgeGroup	","5-14	","Gender	","M	",.,60249,166.725,54.972
"ED Visits	",New York State,2010-2012,"AgeGroup	","5-14	","Total	","	",.,99566,140.784,90.845
"ED Visits	",New York State,2010-2012,"AgeGroup	","65+	","Gender	","F	",.,28225,60.128,25.753
"ED Visits	",New York State,2010-2012,"AgeGroup	","65+	","Gender	","M	",.,12010,35.77,10.958
"ED Visits	",New York State,2010-2012,"AgeGroup	","65+	","Total	","	",.,40235,49.971,36.711
"ED Visits	",New York State,2010-2012,"Month	","01	","Total	","	",.,44865,90.343,482.419
"ED Visits	",New York State,2010-2012,"Month	","02	","Total	","	",.,41521,91.478,488.482
"ED Visits	",New York State,2010-2012,"Month	","03	","Total	","	",.,46867,94.374,503.946
"ED Visits	",New York State,2010-2012,"Month	","04	","Total	","	",.,50841,105.789,564.9
"ED Visits	",New York State,2010-2012,"Month	","05	","Total	","	",.,51085,102.868,549.301
"ED Visits	",New York State,2010-2012,"Month	","06	","Total	","	",.,34666,72.132,385.178
"ED Visits	",New York State,2010-2012,"Month	","07	","Total	","	",.,30039,60.488,323
"ED Visits	",New York State,2010-2012,"Month	","08	","Total	","	",.,31201,62.828,335.495
"ED Visits	",New York State,2010-2012,"Month	","09	","Total	","	",.,48251,100.4,536.122
"ED Visits	",New York State,2010-2012,"Month	","10	","Total	","	",.,55817,112.397,600.183
"ED Visits	",New York State,2010-2012,"Month	","11	","Total	","	",.,51227,106.592,569.189
"ED Visits	",New York State,2010-2012,"Month	","12	","Total	","	",.,54387,109.517,584.806
"ED Visits	",New York State,2010-2012,"Total	","	","Total	","	",96.224,540767,92.399,493.401
"ED Visits	",New York State,"2011	","AgeGroup	","0-4	","Total	","	",.,28193,240.854,77.241
"ED Visits	",New York State,"2011	","AgeGroup	",15-19,"Total	","	",.,10558,79.086,28.926
"ED Visits	",New York State,"2011	","AgeGroup	",20-24,"Total	","	",.,13409,93.275,36.737
"ED Visits	",New York State,"2011	","AgeGroup	",25-64,"Total	","	",.,79530,75.378,217.89
"ED Visits	",New York State,"2011	","AgeGroup	","5-14	","Total	","	",.,33496,142.126,91.77
"ED Visits	",New York State,"2011	","AgeGroup	","65+	","Total	","	",.,13637,51.096,37.362
"ED Visits	",New York State,"2011	","Month	","01	","Total	","	",.,15272,92.121,492.645
"ED Visits	",New York State,"2011	","Month	","02	","Total	","	",.,14253,95.186,509.036
"ED Visits	",New York State,"2011	","Month	","03	","Total	","	",.,16093,97.073,519.129
"ED Visits	",New York State,"2011	","Month	","04	","Total	","	",.,14308,89.183,476.933
"ED Visits	",New York State,"2011	","Month	","05	","Total	","	",.,20840,125.707,672.258
"ED Visits	",New York State,"2011	","Month	","06	","Total	","	",.,11271,70.253,375.7
"ED Visits	",New York State,"2011	","Month	","07	","Total	","	",.,9789,59.047,315.774
"ED Visits	",New York State,"2011	","Month	","08	","Total	","	",.,9399,56.695,303.194
"ED Visits	",New York State,"2011	","Month	","09	","Total	","	",.,14284,89.033,476.133
"ED Visits	",New York State,"2011	","Month	","10	","Total	","	",.,17542,105.813,565.871
"ED Visits	",New York State,"2011	","Month	","11	","Total	","	",.,18190,113.38,606.333
"ED Visits	",New York State,"2011	","Month	","12	","Total	","	",.,17582,106.055,567.161
"ED Visits	",New York State,"2011	","Total	","	","Total	","	",95.399,178823,91.612,489.926
"ED Visits	",New York State,2011-2013,"AgeGroup	","0-4	","Gender	","F	",.,30156,175.476,27.515
"ED Visits	",New York State,2011-2013,"AgeGroup	","0-4	","Gender	","M	",.,53533,297.53,48.844
"ED Visits	",New York State,2011-2013,"AgeGroup	","0-4	","Total	","	",.,83689,237.903,76.359
"ED Visits	",New York State,2011-2013,"AgeGroup	",15-19,"Gender	","F	",.,18336,95.208,16.73
"ED Visits	",New York State,2011-2013,"AgeGroup	",15-19,"Gender	","M	",.,13214,65.879,12.057
"ED Visits	",New York State,2011-2013,"AgeGroup	",15-19,"Total	","	",.,31550,80.245,28.786
"ED Visits	",New York State,2011-2013,"AgeGroup	",20-24,"Gender	","F	",.,24190,112.721,22.071
"ED Visits	",New York State,2011-2013,"AgeGroup	",20-24,"Gender	","M	",.,17010,77.643,15.52
"ED Visits	",New York State,2011-2013,"AgeGroup	",20-24,"Total	","	",.,41200,95.001,37.591
"ED Visits	",New York State,2011-2013,"AgeGroup	",25-64,"Gender	","F	",.,152798,93.882,139.414
"ED Visits	",New York State,2011-2013,"AgeGroup	",25-64,"Gender	","M	",.,94317,61.068,86.056
"ED Visits	",New York State,2011-2013,"AgeGroup	",25-64,"Total	","	",.,247117,77.906,225.472
"ED Visits	",New York State,2011-2013,"AgeGroup	","5-14	","Gender	","F	",.,40841,118.708,37.264
"ED Visits	",New York State,2011-2013,"AgeGroup	","5-14	","Gender	","M	",.,61485,170.972,56.099
"ED Visits	",New York State,2011-2013,"AgeGroup	","5-14	","Total	","	",.,102326,145.418,93.363
"ED Visits	",New York State,2011-2013,"AgeGroup	","65+	","Gender	","F	",.,29239,61.024,26.678
